Title,Artist,Album,Duration,"Media Type"
"Hometown Hero","Emily Scott Robinson","American Siren",00:04:58,track
"Let 'Em Burn","Emily Scott Robinson","American Siren",00:05:08,track
"Lightning In A Bottle","Emily Scott Robinson","American Siren",00:04:14,track
"Lost Woman's Prayer","Emily Scott Robinson","American Siren",00:04:24,track
"Happy Bongos (Somebody Put Something In My Drink)","Full Load of King","Hula Blue Aloha Cocktail",00:02:57,track
"Mystery Drink","Full Load of King","Hula Blue Aloha Cocktail",00:05:26,track
"Return From Psychedelic Island","Full Load of King","Hula Blue Aloha Cocktail",00:03:48,track
"Beyond the Pale","Gutter Demons",Ritual,00:05:01,track
"Gambler's Blues","Gutter Demons",Ritual,00:03:18,track
"Mental Radio","Gutter Demons",Ritual,00:04:05,track
Nightbreed,"Gutter Demons",Ritual,00:02:29,track
"Silver & Gold","Gutter Demons",Ritual,00:03:22,track
"Foolish sister","Inga Lynch",Unknown,00:05:01,track
"Standoff At Planet 'T'","Les Robots","Standoff At Planet 'T' 7""",00:02:29,track
Stop,"Lilly Hiatt",Lately,00:03:21,track
"Couldn't Have Done the Killing","Marissa Nadler","The Path of the Clouds",00:04:49,track
Elegy,"Marissa Nadler","The Path of the Clouds",00:04:45,track
"From Vapor to Stardust","Marissa Nadler","The Path of the Clouds",00:03:54,track
"If I Could Breath Underwater","Marissa Nadler","The Path of the Clouds",00:04:29,track
Storm,"Marissa Nadler","The Path of the Clouds",00:03:53,track
"Lemon Queen","Marissa Nadler","The Path of the Clouds",00:04:36,track
"The Path of the Clouds","Marissa Nadler","The Path of the Clouds",00:04:51,track
"Turned Into Air","Marissa Nadler","The Path of the Clouds",00:03:20,track
"Well Sometimes You Just Can't Stay","Marissa Nadler","The Path of the Clouds",00:03:52,track
"Little Earl","The Delines","The Sea Drift",00:04:16,track
"If I Had A Hammer","The J Ann C Trio","At Tan-Tar-A",00:02:24,track
"Moon River","The J Ann C Trio","At Tan-Tar-A",00:01:44,track
More,"The J Ann C Trio","At Tan-Tar-A",00:02:45,track
"The Tide","The J Ann C Trio","At Tan-Tar-A",00:02:27,track
"Lone Pine",12AX7,#ihateeverything,00:03:04,track
Solstice,12AX7,#ihateeverything,00:03:51,track
"Perhaps, Perhaps, Perhaps","Didi Wray","Once Upon A Time In Tijuana",00:01:31,track
"Kiss Me A Lot","Didi Wray","Once Upon A Time In Tijuana",00:02:56,track
Sabu,"Egotones ","Geodesic Dome",00:02:59,track
"Fall Out","Ray Anthony","Like Wild!",00:02:10,track
"Peter Gunn","Ray Anthony","Like Wild!",00:01:50,track
Mimi,"Jack Marshall",Soundsville,00:02:32,track
"Room 43","Ray Anthony","Like Wild!",00:02:14,track
Sonante,"Jack Marshall",Soundsville,00:02:31,track
"Mondongo (mono)","Xavier Cugat & His Orchestra","The Original Latin Dance King",00:02:29,track
"U Lisah",Zwyntar,EP,00:03:32,track
Янголе,Zwyntar,Unknown,00:03:46,track
"A Christmas Tree On Basin Street",Bluesniks,Unknown,00:04:30,track
"Black Heart","Your Inner God","Dead Inside",00:05:36,track
Nothingness,"Your Inner God","Dead Inside",00:06:25,track
Plateau,"Your Inner God","Dead Inside",00:06:17,track
Rising,"Your Inner God","Dead Inside",00:05:37,track
"Autumn Leaves","Alvino Rey His Guitars & Orchestra","Ping Pong!",00:02:47,track
"Aloha Oe","Alvino Rey His Guitars & Orchestra","Ping Pong!",00:02:55,track
"The Man I Love","Alvino Rey His Guitars & Orchestra","Ping Pong!",00:02:22,track
"Darkness Can't Survive In The Presence Of Light","Lara Hope & the Ark-Tones",Unknown,00:03:01,track
"Goodbye Sunday Morning","The Judy Chops",Unknown,00:04:13,track
Twister,"Twang Inspectors","​digital) - SC035",00:03:24,track
"The Volcano Boys","Underwater Bosses","The Night Divides The Ride",00:02:24,track
"The Day You Were Born","A Complicated Man","A Complicated Man",00:04:59,track
Easy,"Avery West ft. Boogie Fleetwood Jr.","Wishing Well",00:03:20,track
"The Spill of the Edmund Fitzgerald","Avery West ft. Boogie Fleetwood Jr.","Wishing Well",00:04:22,track
"Four Letter Name","Beth Lee","Waiting on You Tonight",00:03:40,track
"I Won't Give In","Beth Lee","Waiting on You Tonight",00:02:46,track
"It Was Enough","Beth Lee","Waiting on You Tonight",00:02:59,track
"Playing Along","Beth Lee","Waiting on You Tonight",00:04:17,track
"Too Little Too Late","Beth Lee","Waiting on You Tonight",00:03:09,track
Bopalena,"Philip Doyle","""Uke can't keep a good man down""",00:01:49,track
"Going Down","Dead Kings","Doyley - Psycho From Beyond compilation",00:02:45,track
"Hot Rod Vampires","Demented Are Go","Doyley - Psycho From Beyond compilation",00:03:14,track
"Funnel Of Love ","Philip Doyle feat Alice Panchenko","""Uke can't keep a good man down""",00:02:24,track
"Frite Nite",Klingonz,"Doyley - Psycho From Beyond compilation",00:02:06,track
Klingzone,Klingonz,"Doyley - Psycho From Beyond compilation",00:01:49,track
"King Kong","Jennie and The Slingers ","Doyley - Psycho From Beyond compilation",00:04:48,track
"Oompa Loompa","Klingonz ","Doyley - Psycho From Beyond compilation",00:01:58,track
H.O.M.O,"Klingonz ","Doyley - Psycho From Beyond compilation",00:03:18,track
"Oompa Loompa","Philip Doyle","""Uke can't keep a good man down""",00:02:11,track
"Freight train Graffiti","Nigel Lewis & The Zorchmen","Doyley - Psycho From Beyond compilation",00:02:22,track
"Ubangi Stomp feat Kateryna Butska","Philip Doyle","""Uke can't keep a good man down""",00:02:21,track
"Shit TV","The Highliners ","Doyley - Psycho From Beyond compilation",00:02:07,track
"Ring Out The Changes","Garrington T Jones",Unknown,00:04:00,track
"White Rabbit","Jyrki 69 feat Steve Stevens","WHITE RABBIT",00:04:10,track
"Baby Come Back to Me","Spud Sims & the Beltways","My Eyes Are Only for You",00:02:42,track
"Seafoam Latte Stroll","The Desolate Coast","Time Slips Away",00:02:12,track
"Time Stands Still","The Desolate Coast","Time Slips Away",00:02:18,track
"Sugar & Spice",Ukulena,"Ukulena's ""Sugar & Spice"" and ""I Wanna Spend Christmas With Elvis""",00:03:53,track
"Small Town Saturday Night","American Aquarium","Slappers, Bangers & Certified Twangers: Vol 2",00:03:09,track
"Strawberry Wine","American Aquarium","Slappers, Bangers & Certified Twangers: Vol 2",00:04:51,track
"Gloomy Sunday","Claudia Thompson","Goodbye To Love",00:03:44,track
"Los Blonder - Lamento Borincano","Los Blonder","Sabor Surf Compiled by El Palmas & El Drágon Criollo",00:02:19,track
"Los Blonder - Solo Una Vez","Los Blonder","Sabor Surf Compiled by El Palmas & El Drágon Criollo",00:02:46,track
"Los Blonder - Sabes Porqué","Los Blonder","Sabor Surf Compiled by El Palmas & El Drágon Criollo",00:03:09,track
González,"Los Dangers","Sabor Surf Compiled by El Palmas & El Drágon Criollo",00:01:59,track
"Past The Shadows","The Delines","The Sea Drift",00:03:23,track
"Haunted Horror Howl","Dave Del Monte & The Cross County Boys",Unknown,00:02:29,track
"Angel Mine","Freeky Cleen",Unknown,00:04:09,track
Jewel,"Freeky Cleen",Unknown,00:02:29,track
"Misery (Official Audio)","Freeky Cleen",Unknown,00:04:27,track
Imagine,"Inge Augustina","Shadows Of The Past",00:03:39,track
"Someone Told Me Twice","Sasha Nabokova",Unknown,00:03:12,track
"I Wish It Were Christmas Tonight",Studeo,Unknown,00:04:14,track
"Under the Pink Moon",Ukulena,"Marlena Lorèn's Album",00:02:41,track
"Evening Jazz",ХоЖаЙ,Unknown,00:03:51,track
"Our Song","Bonnie & The Treasures","Lost Jukebox Vol. 128",00:02:31,track
"The Impossible Dream","Captain Milk (Edwin Hubbard)","Lost Jukebox Vol. 128",00:02:45,track
"California Dreamin'","Bud Shank","Lost Jukebox Vol. 128",00:02:33,track
"Love Has Gone","Dick Glasser & Co.","Lost Jukebox Volume 084",00:02:23,track
"The Prophet","Elliot's Music Room","Lost Jukebox Vol. 128",00:02:34,track
"Blue Is the Night (feat. Terry Snyder & The All-Stars)","Enoch Light","The Complete Persuasive Percussion",00:03:02,track
"Hawaiian War Chant (feat. The Command All-Stars)","Enoch Light","The Complete Persuasive Percussion",00:02:25,track
"La Cucaracha (feat. Terry Snyder & The All-Stars)","Enoch Light","The Complete Persuasive Percussion",00:02:31,track
"Miami Beach Rhumba (feat. Terry Snyder & The All-Stars)","Enoch Light","The Complete Persuasive Percussion",00:03:04,track
"Out of Nowhere (feat. Terry Snyder & The All-Stars)","Enoch Light","The Complete Persuasive Percussion",00:01:55,track
"Rock-a-Bongo Boogie (feat. Terry Snyder & The All-Stars)","Enoch Light","The Complete Persuasive Percussion",00:02:24,track
"Harlem Nocturne","Juan Garcia Esquivel","Music From The Space Age! (Remastered)",00:02:33,track
"Sentimental Journey","Juan Garcia Esquivel","Music From The Space Age! (Remastered)",00:02:43,track
Greensleeves,"Ferrante & Teicher",Soundproof,00:02:41,track
"Lay Lady Lay","Ferrante & Teicher","Lost Jukebox Volume 084",00:02:56,track
"La Cucaracha","Ferrante & Teicher",Soundproof,00:02:43,track
"Mama Yo Quero","Ferrante & Teicher",Soundproof,00:02:43,track
Tico-Tico,"Ferrante & Teicher",Soundproof,00:03:19,track
"Brief And Breezy","Henry Mancini","Music From Peter Gunn",00:03:33,track
"A Taste Of Honey","Herb Alpert and the Tijuana Brass","Whipped Cream & Other Delights",00:02:45,track
"Bittersweet Samba","Herb Alpert and the Tijuana Brass","Whipped Cream & Other Delights",00:01:45,track
"Lollipops And Roses","Herb Alpert and the Tijuana Brass","Whipped Cream & Other Delights",00:02:30,track
"Love Potion #9","Herb Alpert and the Tijuana Brass","Whipped Cream & Other Delights",00:03:02,track
Tangerine,"Herb Alpert and the Tijuana Brass","Whipped Cream & Other Delights",00:02:47,track
Estrellita,"Juan Garcia Esquivel",Latin-Esque,00:02:31,track
"La Paloma","Juan Garcia Esquivel",Latin-Esque,00:02:06,track
"Mucha Muchacha","Juan Garcia Esquivel",Latin-Esque,00:02:19,track
"Love Dance","Les Baxter And His Orchestra","Ritual Of The Savage (Le Sacre Du Sauvage)",00:02:19,track
"Quiet Village","Les Baxter And His Orchestra","Ritual Of The Savage (Le Sacre Du Sauvage)",00:03:17,track
"Sophisticated Savage","Les Baxter And His Orchestra","Ritual Of The Savage (Le Sacre Du Sauvage)",00:02:15,track
"The Ritual","Les Baxter And His Orchestra","Ritual Of The Savage (Le Sacre Du Sauvage)",00:03:11,track
"A Taste of Honey","Martin Denny","Exotic Moog",00:03:00,track
"I Talk to the Trees","Martin Denny","Exotic Moog",00:02:55,track
"Midnight Cowboy","Martin Denny","Exotic Moog",00:02:16,track
"The Enchanted Sea","Martin Denny","Exotic Moog",00:02:17,track
"Was It Really Love","Martin Denny","Exotic Moog",00:03:13,track
Fireworks,"Pérez Prado","""Prez""",00:02:31,track
Guaglione,"Pérez Prado","Mondo Mambo! The Best of Pérez Prado",00:02:26,track
"Lullaby of Birdland","Pérez Prado","""Prez""",00:04:08,track
"Mama Teach Me To Dance","Pérez Prado","""Prez""",00:02:47,track
Marta,"Pérez Prado","""Prez""",00:02:59,track
"San Remo","Pérez Prado","Mondo Mambo! The Best of Pérez Prado",00:01:48,track
"Theme From ''Monty Nash''","The Good Stuff","Lost Jukebox Vol. 128",00:01:49,track
"Free 'N' Easy","The Free 'N' Easy","Lost Jukebox Volume 084",00:03:13,track
"It's Not Unusual","The Heritage","Lost Jukebox Volume 084",00:02:17,track
"Sunday's Coming","The Grand Piano Company","Lost Jukebox Volume 084",00:03:05,track
Peace,"The Lollipop Tree","Lost Jukebox Volume 084",00:02:14,track
"Heaven's Door","The Mod Mods","Lost Jukebox Vol. 128",00:02:40,track
"Misty Flowers","The Mystic Monks","Lost Jukebox Volume 084",00:02:36,track
"The Uninhibited Bicycle Rider","The Two Mile Pike","Lost Jukebox Vol. 128",00:02:53,track
"Gloomy Sunday","Abbey Lincoln","A Tribute To Billie Holliday",00:05:09,track
"Wednesday Morning",America,"Human Nature",00:03:45,track
"No Left Turn On Tuesday","Alain Caron",5,00:05:47,track
"Sunday Sunrise","Anne Murray",Together,00:03:16,track
"Monday Woman","B. B. King","Makin' Love Is Good For You",00:03:37,track
"Call It Stormy Monday (with Albert Collins)","B. B. King","Blues Summit",00:07:17,track
"Sweet Tuesday Morning",Badﬁnger,"Straight Up [DCC GZS 1088]",00:02:33,track
"Gloomy Sunday","Billie Holiday",CD8,00:03:13,track
"Sunday In New York","Bobby Darin","Ultra-Lounge Volume Five - Wild, Cool And Swingin'",00:02:31,track
"Stormy Monday Blues","B. B. King","Live At The BBC",00:06:09,track
"See You Next Tuesday","Bryan Beller",View,00:04:12,track
"Fat Tuesday","Chris Standring",Groovalicious,00:04:16,track
"Jam On A Tuesday Night","Fast Frank and the Hot Shout Blues","Shakin' The Boogie",00:04:47,track
"Lockdown On Date Night Tuesday","J.S. Ondara","Folk n’ Roll Vol. 1: Tales Of Isolation",00:05:03,track
"Tuesday Evening","John Lee Hooker","Boogie Awhile",00:03:08,track
"Loan Me Two Till Tuesday","King Cole Trio","Blues Connection, Vol. 2: County Jail Blues (Disc 4)",00:02:38,track
"Tuesday's Gone","Lynyrd Skynyrd","pronounced 'leh-nerd 'skin-nerd Ultimate MasterDisc",00:07:31,track
"Tuesday Morning Boogie","Paul Kossoff","Back Street Crawler",00:04:21,track
"Gentle Tuesday","Primal Scream","Sonic Flower Groove",00:03:50,track
"Tuesday Heartbreak","Stevie Wonder","Talking Book",00:03:02,track
"Little Tuesday","The Flashbulb",Réunion,00:02:43,track
Tuesday,"You Am I","Hourly, Daily",00:03:17,track
"Boogie Tuesday","Yuu Takami","My Boss, My Hero Ost",00:02:41,track
"Poor Black Children","Big Daddy Wilson","Best of 2021: Blues",00:03:47,track
"Saturday Night To Tease","Jake Calypso","Lockdown Reunion",00:02:19,track
"Beyond The Reef","Leo Addeo and His Orchestra","Paradise Regained",00:02:52,track
"Every Little Moment","Leo Addeo and His Orchestra","Paradise Regained",00:02:28,track
"I'll See You In Hawaii","Leo Addeo and His Orchestra","Paradise Regained",00:02:21,track
"In The Wee Small Hours","Sid Bass and His Orchestra","With Bells On",00:02:44,track
"Keep your Eyes On The Hands","Leo Addeo and His Orchestra","Paradise Regained",00:02:18,track
"Ka Lu A","Leo Addeo and His Orchestra","Paradise Regained",00:02:20,track
"No Other Love","Paul Weston","Music For Memories",00:03:22,track
"Pick Yourself Up","Sid Bass and His Orchestra","With Bells On",00:02:02,track
Soon,"Sid Bass and His Orchestra","With Bells On",00:02:46,track
"Say It With Music","Sid Bass and His Orchestra","With Bells On",00:02:27,track
"The Bells Are Swinging","Sid Bass and His Orchestra","With Bells On",00:02:19,track
"You'd Be So Nice To Come Home To","Sid Bass and His Orchestra","With Bells On",00:02:49,track
"I Need You","Les Robots",MC,00:02:27,track
"Johnny Remember Me","Les Robots",MC,00:02:32,track
Sunday,"Mackenzie Shivers","Funeral Singer",00:03:04,track
"(Marie's The Name Of) His Latest Flame",Magnatech,"Sea Sea Rider",00:02:11,track
"Headed South","Martha Fields","Best of 2021: Roots",00:05:11,track
"Sunday Dream","Ondine Appel","Hidden Valley of Children",00:03:57,track
"Voodoo Blues","Joe Williams With The Red Saunders Orchestra","The Eternal Myth Revealed - Vol. 1 (CD 7)",00:02:57,track
Tequila,"Marty Cooper Clan",Unknown,00:01:57,track
"Walk Don't Run","Marty Cooper Clan",Unknown,00:02:12,track
"Kuba Mambo","Pérez Prado","The Eternal Myth Revealed - Vol. 1 (CD 7)",00:03:06,track
"El Relicario","Pérez Prado","Exotic Suite of the Americas",00:02:11,track
"I Could Have Danced All Night","Pérez Prado","Exotic Suite of the Americas",00:02:04,track
"In the Mood","Pérez Prado","Exotic Suite of the Americas",00:02:23,track
"Mama Yo Quiero","Pérez Prado","Exotic Suite of the Americas",00:02:06,track
"Son of a Gun","Pérez Prado","Exotic Suite of the Americas",00:02:00,track
Sleepwalk,"The Marty Cooper Clan","New Sounds... Old Goodies",00:02:22,track
"Bim Bam Bum","Xavier Cugat & His Orchestra","The Original Latin Dance King",00:03:01,track
"Mambo Gordo (mono)","Xavier Cugat & His Orchestra","The Original Latin Dance King",00:03:16,track
"Mambo Jambo","Xavier Cugat & His Orchestra","The Original Latin Dance King",00:03:17,track
"Miami Beach Rhumba","Xavier Cugat & His Orchestra","The Original Latin Dance King",00:03:21,track
Suavecito,"Xavier Cugat & His Orchestra","The Original Latin Dance King",00:03:19,track
"The Anything Can Happen Mambo","Xavier Cugat & His Orchestra","The Original Latin Dance King",00:02:22,track
"The Brand New Cha Cha","Xavier Cugat & His Orchestra","The Original Latin Dance King",00:02:45,track
"Who Me (mono)","Xavier Cugat & His Orchestra","The Original Latin Dance King",00:02:11,track
"Blue Champagne","Xavier Cugat","Cugi's Cocktails",00:02:22,track
"Cocktails for Two","Xavier Cugat","Cugi's Cocktails",00:03:10,track
Daiquiri,"Xavier Cugat","Cugi's Cocktails",00:02:58,track
Old-Fashioned,"Xavier Cugat","Cugi's Cocktails",00:03:25,track
"Rum and Coca-Cola","Xavier Cugat","Cugi's Cocktails",00:02:39,track
Tequila,"Xavier Cugat",Unknown,00:02:19,track
"Can't Seem to Make You Mine","Alex Chilton","Bach's Bottom",00:02:46,track
Smithereens,"Annie Lennox","Annie Lennox & The Bbc Concert Orchestra",00:05:19,track
"No More 'I Love You's'","Annie Lennox","Billboard Year-End Hot 100 Songs 1995",00:04:51,track
"Walking On Broken Glass","Annie Lennox",Diva,00:04:13,track
Why,"Annie Lennox",#1992,00:04:54,track
"To Love or Not to Love","Barbara Lynn","The Jamie Singles Collection 1962-1965 [Disc 1]",00:01:58,track
"Strange Fruit","Billie Holiday","The Rough Guide to Jazz and Blues Legends (Billy Holiday)",00:03:13,track
"You'll Lose A Good Thing.","Barbara Lynn",monkeybastardsv20.blogspot.com,00:02:22,track
"Streets Of London","Blackmore's Night","05 - The Village Lanterne",00:03:48,track
"Hit the Road Jack (feat. Haley Reinhart)","Casey Abrams",Unknown,00:03:46,track
"Can't help falling in love","Haley Reinhart",Better,00:02:53,track
"I Who Have Nothing","Haley Reinhart","American Idol 2011",00:02:30,track
"Oh! Darling","Haley Reinhart","What's That Sound?",00:03:16,track
"Piece Of My Heart","Haley Reinhart","American Idol 2011",00:03:40,track
"Sunny Afternoon","Haley Reinhart","What's That Sound?",00:04:19,track
"These Boots Are Made For Walkin","Haley Reinhart","What's That Sound?",00:02:57,track
"White Rabbit","Haley Reinhart","What's That Sound?",00:02:41,track
"Words Of Love","Haley Reinhart","What's That Sound?",00:02:19,track
"You've Really Got A Hold On Me","Haley Reinhart","American Idol 2011",00:02:21,track
