artist_raw,artist_canonical,track_count,monitor_priority,ignore,notes
Elliott Murphy,Elliott Murphy,1,low,false,
Elton John feat. John Lennon,Elton John feat. John Lennon,1,low,false,
Elvis Costello and the Attractions,Elvis Costello and the Attractions,1,low,false,
Elvis Costello and The Attractions,Elvis Costello and The Attractions,1,low,false,
Elvis Presley With the Royal Philharmonic Orchestra,Elvis Presley With the Royal Philharmonic Orchestra,1,low,false,
Emily Marie Palmer & Jeffrey Butzer,Emily Marie Palmer & Jeffrey Butzer,1,low,false,
Emitt Rhodes,Emitt Rhodes,1,low,false,
Emma & the Aristodemo's,Emma & the Aristodemo's,1,low,false,
Emma Ruth Rundle & Thou,Emma Ruth Rundle & Thou,1,low,false,
Emmylou Harris and The Pretenders,Emmylou Harris and The Pretenders,1,low,false,
Emmylou Harris with Steve Earle,Emmylou Harris with Steve Earle,1,low,false,
Emmylou Harris with Willie Nelson,Emmylou Harris with Willie Nelson,1,low,false,
"Ennio Morricone, Alessandro Alessandroni","Ennio Morricone, Alessandro Alessandroni",1,low,false,
Enoch Light And The Brass Menagerie,Enoch Light And The Brass Menagerie,1,low,false,
Enrico Simonetti,Enrico Simonetti,1,low,false,
Eric Burdon,Eric Burdon,1,low,false,
Eric Clapton & Roger Waters,Eric Clapton & Roger Waters,1,low,false,
Eric Clapton & The Yardbirds,Eric Clapton & The Yardbirds,1,low,false,
Eric Hagen,Eric Hagen,1,low,false,
Eric Kay and The Surfaronnies,Eric Kay and The Surfaronnies,1,low,false,
Ernesto Nicelli,Ernesto Nicelli,1,low,false,
Ernie K-Doe,Ernie K-Doe,1,low,false,
Esther Ofarim,Esther Ofarim,1,low,false,
Esther Phillips,Esther Phillips,1,low,false,
Ethan Gold & The Staves,Ethan Gold & The Staves,1,low,false,
Ethan Luck,Ethan Luck,1,low,false,
Etienne Daho,Etienne Daho,1,low,false,
Eva Cassidy & Chuck Brown,Eva Cassidy & Chuck Brown,1,low,false,
Everly Brothers,Everly Brothers,1,low,false,
"Everly Brothers, The","Everly Brothers, The",1,low,false,
Ewan McGregor,Ewan McGregor,1,low,false,
Faith Hill,Faith Hill,1,low,false,
Faith No More,Faith No More,1,low,false,
Fantastic Baggys,Fantastic Baggys,1,low,false,
Farlocco & The Swingers,Farlocco & The Swingers,1,low,false,
Fast Frank and the Hot Shout Blues,Fast Frank and the Hot Shout Blues,1,low,false,
Fatboy,Fatboy,1,low,false,
Fats And The Chessmen,Fats And The Chessmen,1,low,false,
Fenton Robinson,Fenton Robinson,1,low,false,
Fifty Foot Combo,Fifty Foot Combo,1,low,false,
Fiorello & Matt Damon & Jude Law,Fiorello & Matt Damon & Jude Law,1,low,false,
First Aid Kit,First Aid Kit,1,low,false,
Fizz Jazz,Fizz Jazz,1,low,false,
Flamestones,Flamestones,1,low,false,
Flash Cadillac & The Continental Kids,Flash Cadillac & The Continental Kids,1,low,false,
Fleetwood Mac,Fleetwood Mac,1,low,false,
Flooded Fields Quartet feat Manet,Flooded Fields Quartet feat Manet,1,low,false,
Flower Smellers,Flower Smellers,1,low,false,
Floyd Cramer,Floyd Cramer,1,low,false,
Floyd James & The GTs,Floyd James & The GTs,1,low,false,
Fly Janet,Fly Janet,1,low,false,
Folkulaka,Folkulaka,1,low,false,
Fontaines D.C.,Fontaines D.C.,1,low,false,
Footstep Surf Music Band,Footstep Surf Music Band,1,low,false,
For Sale Band,For Sale Band,1,low,false,
Four Tops,Four Tops,1,low,false,
Foxes,Foxes,1,low,false,
France Gall,France Gall,1,low,false,
Francis Morello,Francis Morello,1,low,false,
Franck Pourcel,Franck Pourcel,1,low,false,
Franco Altissimi,Franco Altissimi,1,low,false,
Franco Bracardi,Franco Bracardi,1,low,false,
Frank Chacksfield & His Orchestra,Frank Chacksfield & His Orchestra,1,low,false,
Frank Sinatra & Antônio Carlos Jobim,Frank Sinatra & Antônio Carlos Jobim,1,low,false,
"Frank Sinatra, Count Basie","Frank Sinatra, Count Basie",1,low,false,
Frankie & The Pool Boys,Frankie & The Pool Boys,1,low,false,
Frankie Avalon,Frankie Avalon,1,low,false,
Frankie Ortega And Sy Oliver,Frankie Ortega And Sy Oliver,1,low,false,
Freddy Canoe,Freddy Canoe,1,low,false,
Freeky Cleen & Dickey F,Freeky Cleen & Dickey F,1,low,false,
Freeky Cleen & Doug Steigerwald,Freeky Cleen & Doug Steigerwald,1,low,false,
Freeky Cleen feat. V. Sorokin,Freeky Cleen feat. V. Sorokin,1,low,false,
Freya Josephine Hollick,Freya Josephine Hollick,1,low,false,
Frieda,Frieda,1,low,false,
Froghat,Froghat,1,low,false,
Funkadelic,Funkadelic,1,low,false,
G. Ducros,G. Ducros,1,low,false,
Gabor Szabo And The California Dreamers,Gabor Szabo And The California Dreamers,1,low,false,
Gabriele Ducros,Gabriele Ducros,1,low,false,
Gareth Nugent,Gareth Nugent,1,low,false,
Garrington T Jones,Garrington T Jones,1,low,false,
Gary Mcfarland,Gary Mcfarland,1,low,false,
Gary Moore,Gary Moore,1,low,false,
Gasolines,Gasolines,1,low,false,
Gauna Batz,Gauna Batz,1,low,false,
Gemini 13,Gemini 13,1,low,false,
Gene Cotton,Gene Cotton,1,low,false,
Gene Pitney,Gene Pitney,1,low,false,
Gene Pool & The Shallows,Gene Pool & The Shallows,1,low,false,
Gene Vincent & The Shouts,Gene Vincent & The Shouts,1,low,false,
George Benson,George Benson,1,low,false,
George Jones,George Jones,1,low,false,
George Jones & Gene Pitney,George Jones & Gene Pitney,1,low,false,
George Shearing,George Shearing,1,low,false,
George Strait,George Strait,1,low,false,
George White Group,George White Group,1,low,false,
Georges I. Gurdjieff,Georges I. Gurdjieff,1,low,false,
Georgia Weber and The Sleeved Hearts,Georgia Weber and The Sleeved Hearts,1,low,false,
Gerardo Iacoucci & Paola Massero,Gerardo Iacoucci & Paola Massero,1,low,false,
Gerry Mulligan,Gerry Mulligan,1,low,false,
Gheorghe Zamfir,Gheorghe Zamfir,1,low,false,
Ghost City Collective,Ghost City Collective,1,low,false,
Gianni Oddi,Gianni Oddi,1,low,false,
Giles Giles and Fripp,Giles Giles and Fripp,1,low,false,
Gillian Welch & David Rawlings,Gillian Welch & David Rawlings,1,low,false,
Gimnazija Kranj Revue Orchestra,Gimnazija Kranj Revue Orchestra,1,low,false,
Gin Gypsy,Gin Gypsy,1,low,false,
Gina Fabiani,Gina Fabiani,1,low,false,
Gina Jones,Gina Jones,1,low,false,
Gina Sicilia,Gina Sicilia,1,low,false,
Ginny & The Gallions,Ginny & The Gallions,1,low,false,
Ginny Tiu & the Few,Ginny Tiu & the Few,1,low,false,
Giovanna Pessi Susanna Wallumrød,Giovanna Pessi Susanna Wallumrød,1,low,false,
Giovanni Ferroni,Giovanni Ferroni,1,low,false,
Gitane Demone,Gitane Demone,1,low,false,
Glenda And Glen,Glenda And Glen,1,low,false,
Glenn Crytzer's Secluded Seven,Glenn Crytzer's Secluded Seven,1,low,false,
Glenn Miller,Glenn Miller,1,low,false,
Golden Mile Band,Golden Mile Band,1,low,false,
Golems of the Red Planet,Golems of the Red Planet,1,low,false,
Gordon Alexander,Gordon Alexander,1,low,false,
Gorilla,Gorilla,1,low,false,
Grace Potter,Grace Potter,1,low,false,
Gran Orquestre Popular de las Americas,Gran Orquestre Popular de las Americas,1,low,false,
Grant Lee Buffalo,Grant Lee Buffalo,1,low,false,
Grayson Capps,Grayson Capps,1,low,false,
Gry Sol Karlsson,Gry Sol Karlsson,1,low,false,
Guitar Slingers,Guitar Slingers,1,low,false,
Guitar Tribute Players,Guitar Tribute Players,1,low,false,
Guy Clark,Guy Clark,1,low,false,
Gökçen Kaynatan,Gökçen Kaynatan,1,low,false,
Hal Ketchum,Hal Ketchum,1,low,false,
Hall & Oates,Hall & Oates,1,low,false,
Haney's Big House,Haney's Big House,1,low,false,
Hangmen,Hangmen,1,low,false,
Hank Pine & Lily Fawn,Hank Pine & Lily Fawn,1,low,false,
Hannah Gill,Hannah Gill,1,low,false,
Happyness,Happyness,1,low,false,
Harald Thune,Harald Thune,1,low,false,
Harmonica Lewinski,Harmonica Lewinski,1,low,false,
HAROLD AND BOB,HAROLD AND BOB,1,low,false,
Harold Melvin & The Blue Notes & Teddy Pendergrass,Harold Melvin & The Blue Notes & Teddy Pendergrass,1,low,false,
"Harry Connick, Jr.","Harry Connick, Jr.",1,low,false,
Harry Katz and the Pistachios,Harry Katz and the Pistachios,1,low,false,
Harvey Andrews,Harvey Andrews,1,low,false,
Harvey McLaughlin,Harvey McLaughlin,1,low,false,
Hasil Adkins,Hasil Adkins,1,low,false,
Heather Maloney,Heather Maloney,1,low,false,
Heather Nova,Heather Nova,1,low,false,
Heatwaves,Heatwaves,1,low,false,
Helen Reddy,Helen Reddy,1,low,false,
Helena Vondrackova,Helena Vondrackova,1,low,false,
Helene Neijmeijer,Helene Neijmeijer,1,low,false,
Hell Hoe Kitti,Hell Hoe Kitti,1,low,false,
Help Me Devil,Help Me Devil,1,low,false,
Hendrikse,Hendrikse,1,low,false,
Henk Hofstede,Henk Hofstede,1,low,false,
Henri Rene & His Orchestra,Henri Rene & His Orchestra,1,low,false,
Henri Rene & His Orchestra & C,Henri Rene & His Orchestra & C,1,low,false,
Henry Hugo,Henry Hugo,1,low,false,
Henry Purcell,Henry Purcell,1,low,false,
Henry Purcell & Alfred Deller,Henry Purcell & Alfred Deller,1,low,false,
Henson Cargill,Henson Cargill,1,low,false,
Herb Alpert & The Tijuana Brass,Herb Alpert & The Tijuana Brass,1,low,false,
Herbie Harper,Herbie Harper,1,low,false,
Herman Brood,Herman Brood,1,low,false,
Herschel Burke Gilbert,Herschel Burke Gilbert,1,low,false,
High Strung Ramblers,High Strung Ramblers,1,low,false,
Hilary Gardner,Hilary Gardner,1,low,false,
Hillbilly Kings,Hillbilly Kings,1,low,false,
Hipbone Slim & The Kneetremblers,Hipbone Slim & The Kneetremblers,1,low,false,
Hiss Golden Messenger,Hiss Golden Messenger,1,low,false,
Hola Ghost,Hola Ghost,1,low,false,
Holly Cole Javon Jackson,Holly Cole Javon Jackson,1,low,false,
Hollywood Trailer Music Orchestra,Hollywood Trailer Music Orchestra,1,low,false,
Hoox,Hoox,1,low,false,
HorrorPops,HorrorPops,1,low,false,
Hot Boogie Chillun,Hot Boogie Chillun,1,low,false,
Hot Doggers,Hot Doggers,1,low,false,
Hot Rod Walt & The Psycho-Devilles,Hot Rod Walt & The Psycho-Devilles,1,low,false,
Hot Rod Walt and the Psycho-DeVilles,Hot Rod Walt and the Psycho-DeVilles,1,low,false,
Hot Work,Hot Work,1,low,false,
Howard Rickard,Howard Rickard,1,low,false,
Howard Tate,Howard Tate,1,low,false,
Huelyn Duvall,Huelyn Duvall,1,low,false,
Huevos Rancheros,Huevos Rancheros,1,low,false,
Hugh Cornwell,Hugh Cornwell,1,low,false,
Hugues Auffray,Hugues Auffray,1,low,false,
Hypnobooster,Hypnobooster,1,low,false,
I Marc 4 & Edda Dell'Orso,I Marc 4 & Edda Dell'Orso,1,low,false,
I'm With Her,I'm With Her,1,low,false,
Ian Whitcomb & His Seaside Syncopators,Ian Whitcomb & His Seaside Syncopators,1,low,false,
ICI PARIS,ICI PARIS,1,low,false,
Iestyn Davies,Iestyn Davies,1,low,false,
Iggy and The Stooges,Iggy and The Stooges,1,low,false,
Iggy And The Stooges,Iggy And The Stooges,1,low,false,
Iggy Pop Feat. David Bowie,Iggy Pop Feat. David Bowie,1,low,false,
Indians,Indians,1,low,false,
Indra Rios-Moore,Indra Rios-Moore,1,low,false,
Inga Lynch,Inga Lynch,1,low,false,
Inga Lynch feat. Elsa Tootsie and the Mini Band,Inga Lynch feat. Elsa Tootsie and the Mini Band,1,low,false,
Inoportunos,Inoportunos,1,low,false,
Introducers,Introducers,1,low,false,
Ioann Rio,Ioann Rio,1,low,false,
Irish Rovers,Irish Rovers,1,low,false,
Irma Thomas,Irma Thomas,1,low,false,
Isley Brothers,Isley Brothers,1,low,false,
Ivan Motosserra Surf & Trash,Ivan Motosserra Surf & Trash,1,low,false,
J.Honk,J.Honk,1,low,false,
J.J.Cale,J.J.Cale,1,low,false,
J.S. Ondara,J.S. Ondara,1,low,false,
JACK AND JIM,JACK AND JIM,1,low,false,
Jack Blanchard & Misty Morgan,Jack Blanchard & Misty Morgan,1,low,false,
Jack Klatt,Jack Klatt,1,low,false,
Jack Nitzsche,Jack Nitzsche,1,low,false,
Jackie Brenston & His Delta Cats,Jackie Brenston & His Delta Cats,1,low,false,
Jacky Terrasson & Stéphane Belmondo,Jacky Terrasson & Stéphane Belmondo,1,low,false,
Jade Bird,Jade Bird,1,low,false,
Jake Calypso,Jake Calypso,1,low,false,
James,James,1,low,false,
James Blunt,James Blunt,1,low,false,
James Carr,James Carr,1,low,false,
James Gilmour,James Gilmour,1,low,false,
James Hall,James Hall,1,low,false,
James Ingram,James Ingram,1,low,false,
James Ingram & Patti Austin,James Ingram & Patti Austin,1,low,false,
James Marshall,James Marshall,1,low,false,
James Ray,James Ray,1,low,false,
Jane Rose and The Deadends,Jane Rose and The Deadends,1,low,false,
Japanese Television,Japanese Television,1,low,false,
Jarvis Cocker & Kid Loco,Jarvis Cocker & Kid Loco,1,low,false,
Jason Beers,Jason Beers,1,low,false,
Jason Janik,Jason Janik,1,low,false,
Jay And The Americans,Jay And The Americans,1,low,false,
"Jay McShann, Dick Hyman, Harry Sweets Edison","Jay McShann, Dick Hyman, Harry Sweets Edison",1,low,false,
Jazzosmosis,Jazzosmosis,1,low,false,
Jeanette,Jeanette,1,low,false,
Jeff Beck,Jeff Beck,1,low,false,
Jeff Plankenhorn,Jeff Plankenhorn,1,low,false,
Jefferson Dust,Jefferson Dust,1,low,false,
Jem,Jem,1,low,false,
Jenna Nicholls,Jenna Nicholls,1,low,false,
Jennie and The Slingers,Jennie and The Slingers,1,low,false,
Jennie Smith,Jennie Smith,1,low,false,
Jenny Choi & Sanawon,Jenny Choi & Sanawon,1,low,false,
Jenny Owen Youngs,Jenny Owen Youngs,1,low,false,
Jeremy Mohney,Jeremy Mohney,1,low,false,
Jess Glynne,Jess Glynne,1,low,false,
Jethro Tull,Jethro Tull,1,low,false,
Jill Tracy,Jill Tracy,1,low,false,
Jim Croce,Jim Croce,1,low,false,
Jim Jeffries,Jim Jeffries,1,low,false,
Jim Pewter,Jim Pewter,1,low,false,
Jimmie Lunceford,Jimmie Lunceford,1,low,false,
Jimmy Grubbs,Jimmy Grubbs,1,low,false,
Jimmy Hendrix,Jimmy Hendrix,1,low,false,
Jimmy Johnson & Typhanie Monique,Jimmy Johnson & Typhanie Monique,1,low,false,
Jimmy Ray,Jimmy Ray,1,low,false,
Jimmy Rushing,Jimmy Rushing,1,low,false,
Jimmy Scott,Jimmy Scott,1,low,false,
Jimmy Webb and Mark Knopfler,Jimmy Webb and Mark Knopfler,1,low,false,
Jive Giants,Jive Giants,1,low,false,
Jiving Bo,Jiving Bo,1,low,false,
JJ Heller,JJ Heller,1,low,false,
Jo Lemaire,Jo Lemaire,1,low,false,
Jo Stafford,Jo Stafford,1,low,false,
Joe B. Humbled,Joe B. Humbled,1,low,false,
Joe Brown & his Bruvvers,Joe Brown & his Bruvvers,1,low,false,
Joe Carter,Joe Carter,1,low,false,
Joe Harriott,Joe Harriott,1,low,false,
Joe Horten Combo,Joe Horten Combo,1,low,false,
Joe Louis Walker,Joe Louis Walker,1,low,false,
Joe Strummer,Joe Strummer,1,low,false,
Joe Turner & Pee Wee Crayton & Sonny Stitt,Joe Turner & Pee Wee Crayton & Sonny Stitt,1,low,false,
Joe Williams With The Red Saunders Orchestra,Joe Williams With The Red Saunders Orchestra,1,low,false,
Joel Fausto & Illusion Orchestra,Joel Fausto & Illusion Orchestra,1,low,false,
Joey Ramone,Joey Ramone,1,low,false,
Joey Ramone & Holly Beth Vincent,Joey Ramone & Holly Beth Vincent,1,low,false,
John & Jackie,John & Jackie,1,low,false,
John & Nienke,John & Nienke,1,low,false,
John and Nienke,John and Nienke,1,low,false,
John Barry & Hollywood Bowl Orchestra & John Mauceri,John Barry & Hollywood Bowl Orchestra & John Mauceri,1,low,false,
John Bergeron,John Bergeron,1,low,false,
John C. Reilly,John C. Reilly,1,low,false,
John Fogerty,John Fogerty,1,low,false,
John Greaves,John Greaves,1,low,false,
John Lee Hooker and Santana,John Lee Hooker and Santana,1,low,false,
"John Lee Hooker, Buddy Guy, Fred Below","John Lee Hooker, Buddy Guy, Fred Below",1,low,false,
John Lewis,John Lewis,1,low,false,
John Leyton,John Leyton,1,low,false,
John Mayall,John Mayall,1,low,false,
John Patitucci,John Patitucci,1,low,false,
John R. Miller,John R. Miller,1,low,false,
John Wort Hannam,John Wort Hannam,1,low,false,
Johnnie Taylor,Johnnie Taylor,1,low,false,
Johnny Burnette,Johnny Burnette,1,low,false,
Johnny Cash & Joe Strummer,Johnny Cash & Joe Strummer,1,low,false,
Johnny Cash and Fiona Apple,Johnny Cash and Fiona Apple,1,low,false,
Johnny Cash and Rosie Nix Adams,Johnny Cash and Rosie Nix Adams,1,low,false,
Johnny Cash with June Carter Cash,Johnny Cash with June Carter Cash,1,low,false,
"Johnny Cash, Kris Kristofferson, Waylon Jennings, Willie Nelson","Johnny Cash, Kris Kristofferson, Waylon Jennings, Willie Nelson",1,low,false,
Johnny Casino,Johnny Casino,1,low,false,
Johnny Copeland,Johnny Copeland,1,low,false,
Johnny Farnham,Johnny Farnham,1,low,false,
Johnny Mercer & The Pied Pipers,Johnny Mercer & The Pied Pipers,1,low,false,
Jolanda & The Bellhops,Jolanda & The Bellhops,1,low,false,
Jon And Robin,Jon And Robin,1,low,false,
Joni Mitchell,Joni Mitchell,1,low,false,
Jordan Thomas Trio,Jordan Thomas Trio,1,low,false,
Jorma Kaukonen,Jorma Kaukonen,1,low,false,
Jose Estela,Jose Estela,1,low,false,
Joseph Arthur,Joseph Arthur,1,low,false,
Joshua James,Joshua James,1,low,false,
Joshua James & The Forest Rangers,Joshua James & The Forest Rangers,1,low,false,
Joy Williams,Joy Williams,1,low,false,
Joyce Prescher with Lachlan Bryan,Joyce Prescher with Lachlan Bryan,1,low,false,
JUDODOJO,JUDODOJO,1,low,false,
Judy Garland & Lena Horne,Judy Garland & Lena Horne,1,low,false,
Julia Lee,Julia Lee,1,low,false,
Julia Lee And Her Boyfriends,Julia Lee And Her Boyfriends,1,low,false,
Julie Wallis,Julie Wallis,1,low,false,
Juliette Gréco,Juliette Gréco,1,low,false,
June & Lula,June & Lula,1,low,false,
Junior Marvel & His Hi-Flyers,Junior Marvel & His Hi-Flyers,1,low,false,
Junior Wells,Junior Wells,1,low,false,
Jyrki 69 feat Steve Stevens,Jyrki 69 feat Steve Stevens,1,low,false,
Kacy & Clayton and Marlon Williams,Kacy & Clayton and Marlon Williams,1,low,false,
Kai Danzberg,Kai Danzberg,1,low,false,
Kai Winding & Orchestra,Kai Winding & Orchestra,1,low,false,
Kai Winding featuring Kenny Burrell,Kai Winding featuring Kenny Burrell,1,low,false,
Kaia Kater,Kaia Kater,1,low,false,
Kameron Mantell,Kameron Mantell,1,low,false,
Kammerflimmer Kollektief,Kammerflimmer Kollektief,1,low,false,
Kansas,Kansas,1,low,false,
Kansas Smitty's,Kansas Smitty's,1,low,false,
Karen Lanaud,Karen Lanaud,1,low,false,
Karen Lawrence,Karen Lawrence,1,low,false,
Kari Kimmel,Kari Kimmel,1,low,false,
Karling and the Kadavers,Karling and the Kadavers,1,low,false,
Kasey Thornton Band,Kasey Thornton Band,1,low,false,
Kashmere Stage Band,Kashmere Stage Band,1,low,false,
Katatonics,Katatonics,1,low,false,
Kate Bush with Larry Adler,Kate Bush with Larry Adler,1,low,false,
Kate Wingfield,Kate Wingfield,1,low,false,
Katey Sagal,Katey Sagal,1,low,false,
Katey Sagal & The Forest Rangers,Katey Sagal & The Forest Rangers,1,low,false,
Katey Sagal & The Forest Rangers & Blake Mills,Katey Sagal & The Forest Rangers & Blake Mills,1,low,false,
Kathleen Martin,Kathleen Martin,1,low,false,
Kathy Freeman,Kathy Freeman,1,low,false,
Kathy Mattea,Kathy Mattea,1,low,false,
Kathy Young And The Innocents,Kathy Young And The Innocents,1,low,false,
Katie Cole,Katie Cole,1,low,false,
Katie Knipp,Katie Knipp,1,low,false,
Katie Melua,Katie Melua,1,low,false,
Katy Richards,Katy Richards,1,low,false,
Kaw Tikis,Kaw Tikis,1,low,false,
Keely Smith,Keely Smith,1,low,false,
Keely Smith & Louis Prima & Sam Butera & The Witnesses,Keely Smith & Louis Prima & Sam Butera & The Witnesses,1,low,false,
Keith Jarrett,Keith Jarrett,1,low,false,
Kelley Stoltz,Kelley Stoltz,1,low,false,
Kelly English,Kelly English,1,low,false,
Kenny Burrell,Kenny Burrell,1,low,false,
Kenny Hollywood,Kenny Hollywood,1,low,false,
Kerri Powers,Kerri Powers,1,low,false,
Kid Rock & Gretchen Wilson,Kid Rock & Gretchen Wilson,1,low,false,
Kieron Mcdonald,Kieron Mcdonald,1,low,false,
Killer Tone Jones,Killer Tone Jones,1,low,false,
King Cole Trio,King Cole Trio,1,low,false,
King Joe & The Atlantics,King Joe & The Atlantics,1,low,false,
King Princess,King Princess,1,low,false,
King Zerand Orchestra,King Zerand Orchestra,1,low,false,
Kingsmen,Kingsmen,1,low,false,
Kingston Trio,Kingston Trio,1,low,false,
Kioea,Kioea,1,low,false,
Kirsty Mccoll,Kirsty Mccoll,1,low,false,
Kolo Dvoh,Kolo Dvoh,1,low,false,
Konstantin Kolesnichenko and Bullet Blues Band feat Dmitry Litvinenko,Konstantin Kolesnichenko and Bullet Blues Band feat Dmitry Litvinenko,1,low,false,
Kraken Landau,Kraken Landau,1,low,false,
Kreeps (Performing as Grim County Coroners),Kreeps (Performing as Grim County Coroners),1,low,false,
Krewmen,Krewmen,1,low,false,
"Kris Kristofferson, Willie Nelson, Shooter Jennings & Jamey Johnson","Kris Kristofferson, Willie Nelson, Shooter Jennings & Jamey Johnson",1,low,false,
Krjesnice,Krjesnice,1,low,false,
Kronos Quartet,Kronos Quartet,1,low,false,
Kryptonix,Kryptonix,1,low,false,
Krzysztof Komeda,Krzysztof Komeda,1,low,false,
Kurt Vile,Kurt Vile,1,low,false,
Kyle Eastwood & Dave Chamberlain & Matt Home,Kyle Eastwood & Dave Chamberlain & Matt Home,1,low,false,
La Lupe,La Lupe,1,low,false,
La Luz,La Luz,1,low,false,
La Légende De Bagnolet,La Légende De Bagnolet,1,low,false,
La Negra,La Negra,1,low,false,
La Ratte,La Ratte,1,low,false,
Ladiva and Sylvain Daelemans,Ladiva and Sylvain Daelemans,1,low,false,
Lady Antebellum,Lady Antebellum,1,low,false,
LAGUESTRA & HIS ORCHESTRA,LAGUESTRA & HIS ORCHESTRA,1,low,false,
Laika & The Cosmonauts,Laika & The Cosmonauts,1,low,false,
Lakewood Cemetery,Lakewood Cemetery,1,low,false,
Lamb's Ear,Lamb's Ear,1,low,false,
Lana Cantrell,Lana Cantrell,1,low,false,
Larkin Poe,Larkin Poe,1,low,false,
Larry Campbell & Teresa Williams,Larry Campbell & Teresa Williams,1,low,false,
Las e Felipe,Las e Felipe,1,low,false,
Lasse Fruergaard,Lasse Fruergaard,1,low,false,
Laurels Sunshine,Laurels Sunshine,1,low,false,
Lauren Hoffman,Lauren Hoffman,1,low,false,
Lawndale,Lawndale,1,low,false,
Le London All Star,Le London All Star,1,low,false,
Lead Belly,Lead Belly,1,low,false,
Leadbelly,Leadbelly,1,low,false,
Leah and Her J-Walkers,Leah and Her J-Walkers,1,low,false,
Lee Morgan,Lee Morgan,1,low,false,
Lena Horne,Lena Horne,1,low,false,
Lenka Filipová,Lenka Filipová,1,low,false,
Leon Bridges,Leon Bridges,1,low,false,
Les Agamemnonz,Les Agamemnonz,1,low,false,
Les Jaguars,Les Jaguars,1,low,false,
Leslie Mendelson,Leslie Mendelson,1,low,false,
Lester Young & Oscar Peterson Trio,Lester Young & Oscar Peterson Trio,1,low,false,
Lets Play,Lets Play,1,low,false,
Levi Dexter & The Ripchords,Levi Dexter & The Ripchords,1,low,false,
Lewis Bailey,Lewis Bailey,1,low,false,
Lewis Pugh,Lewis Pugh,1,low,false,
LHD,LHD,1,low,false,
Library,Library,1,low,false,
Lick The Tins,Lick The Tins,1,low,false,
Lincoln Center Jazz Orchestra & Wynton Marsalis,Lincoln Center Jazz Orchestra & Wynton Marsalis,1,low,false,
Linda Gail Lewis (featuring Annie Marie Lewis),Linda Gail Lewis (featuring Annie Marie Lewis),1,low,false,
Linda Jones,Linda Jones,1,low,false,
Lindisfarne,Lindisfarne,1,low,false,
Link Davis,Link Davis,1,low,false,
Liquid Germs,Liquid Germs,1,low,false,
Lisa Stansfield,Lisa Stansfield,1,low,false,
Liselotte van Dooren,Liselotte van Dooren,1,low,false,
Lissie,Lissie,1,low,false,
Little Anthony & The Imperials,Little Anthony & The Imperials,1,low,false,
Little Willie John,Little Willie John,1,low,false,
Living End,Living End,1,low,false,
Loleatta Holloway,Loleatta Holloway,1,low,false,
Lolita Ritmanis,Lolita Ritmanis,1,low,false,
Lonnie Johnson,Lonnie Johnson,1,low,false,
Loose Cattle,Loose Cattle,1,low,false,
Lori Hardman,Lori Hardman,1,low,false,
Lori McKenna,Lori McKenna,1,low,false,
Lorrie Morgan & Pam Tillis,Lorrie Morgan & Pam Tillis,1,low,false,
Los Abismos,Los Abismos,1,low,false,
Los Antideslizantes,Los Antideslizantes,1,low,false,
Los Atascados,Los Atascados,1,low,false,
Los Banditos,Los Banditos,1,low,false,
Los Dangers,Los Dangers,1,low,false,
Los Dedos,Los Dedos,1,low,false,
Los Fuckin´ Surfer Smokers,Los Fuckin´ Surfer Smokers,1,low,false,
Los Grainders,Los Grainders,1,low,false,
Los Plantronics,Los Plantronics,1,low,false,
Los Protones,Los Protones,1,low,false,
Los Tiki Phantoms,Los Tiki Phantoms,1,low,false,
Los Twangers,Los Twangers,1,low,false,
Lost Boys of Penzance,Lost Boys of Penzance,1,low,false,
Lost Mary,Lost Mary,1,low,false,
Lota Red,Lota Red,1,low,false,
Lou Reed and John Cale,Lou Reed and John Cale,1,low,false,
Louie Zong,Louie Zong,1,low,false,
Louis Armstrong And The Duke Ellington Orchestra,Louis Armstrong And The Duke Ellington Orchestra,1,low,false,
Louis Prima & Sam Butera & The Witnesses,Louis Prima & Sam Butera & The Witnesses,1,low,false,
Louis Prima & Sam Butera & The Witnesses & Keely Smith,Louis Prima & Sam Butera & The Witnesses & Keely Smith,1,low,false,
Louisa Revolta,Louisa Revolta,1,low,false,
Love,Love,1,low,false,
Lovely Lise,Lovely Lise,1,low,false,
Low,Low,1,low,false,
Low Vs Diamond,Low Vs Diamond,1,low,false,
Lubomski,Lubomski,1,low,false,
Lubomír Brabec & Karel Vágner,Lubomír Brabec & Karel Vágner,1,low,false,
Lucinda Williams,Lucinda Williams,1,low,false,
Lucky 757,Lucky 757,1,low,false,
Lucky bar,Lucky bar,1,low,false,
Lucy Walsh,Lucy Walsh,1,low,false,
Luigi Zito,Luigi Zito,1,low,false,
Luis Bacalov,Luis Bacalov,1,low,false,
Luther Ingram,Luther Ingram,1,low,false,
Lux,Lux,1,low,false,
Lyambiko,Lyambiko,1,low,false,
Lynda Carter,Lynda Carter,1,low,false,
"Maciej Maleczuk & Nergal, Gienek Loska, John Porter","Maciej Maleczuk & Nergal, Gienek Loska, John Porter",1,low,false,
Mad Heads & Front,Mad Heads & Front,1,low,false,
Mad Jack 'N' The Hatters,Mad Jack 'N' The Hatters,1,low,false,
Mad Jack And The Hatters,Mad Jack And The Hatters,1,low,false,
Madness,Madness,1,low,false,
Majic Ship,Majic Ship,1,low,false,
Make Like a Tree,Make Like a Tree,1,low,false,
Malford Milligan& Southern Aces,Malford Milligan& Southern Aces,1,low,false,
