artist_raw,artist_canonical,track_count,monitor_priority,ignore,notes
The Impressions,The Impressions,2,low,false,
The Inquisitors,The Inquisitors,2,low,false,
The Isley Brothers,The Isley Brothers,2,low,false,
The Isotopes,The Isotopes,2,low,false,
The Jagaloons,The Jagaloons,2,low,false,
The Jaydees,The Jaydees,2,low,false,
The Judy Chops,The Judy Chops,2,low,false,
The Klingonz,The Klingonz,2,low,false,
the Lake Devils,the Lake Devils,2,low,false,
The Legendary Raw Deal,The Legendary Raw Deal,2,low,false,
The Manhattans,The Manhattans,2,low,false,
The Minarets,The Minarets,2,low,false,
The Monkees,The Monkees,2,low,false,
The Mystery Men?,The Mystery Men?,2,low,false,
The Omega Men,The Omega Men,2,low,false,
The Pretty Things,The Pretty Things,2,low,false,
the Reefriders,the Reefriders,2,low,false,
The Sara Gee & Ramblin Matt Band,The Sara Gee & Ramblin Matt Band,2,low,false,
The Screaming Seagulls,The Screaming Seagulls,2,low,false,
The Silver Dimes,The Silver Dimes,2,low,false,
The Silvertones,The Silvertones,2,low,false,
The Smithereens,The Smithereens,2,low,false,
The Sonics,The Sonics,2,low,false,
The Space Age Travellers,The Space Age Travellers,2,low,false,
The Space Lady,The Space Lady,2,low,false,
The Speakeasies' Swing Band!,The Speakeasies' Swing Band!,2,low,false,
The Surfin Burritos,The Surfin Burritos,2,low,false,
The Thirsty Crows,The Thirsty Crows,2,low,false,
The Tourists,The Tourists,2,low,false,
The Tourmaliners With Kela Sako,The Tourmaliners With Kela Sako,2,low,false,
The Turtles,The Turtles,2,low,false,
The Two Step Goodbyes,The Two Step Goodbyes,2,low,false,
The Wild Heart Revival,The Wild Heart Revival,2,low,false,
Them Pulp Criminals,Them Pulp Criminals,2,low,false,
Thought Gang & David Lynch & Angelo Badalamenti,Thought Gang & David Lynch & Angelo Badalamenti,2,low,false,
Tobacco City,Tobacco City,2,low,false,
Tommy James & The Shondells,Tommy James & The Shondells,2,low,false,
Top Of The Pops,Top Of The Pops,2,low,false,
Toxic Riders,Toxic Riders,2,low,false,
Trabants,Trabants,2,low,false,
Tumbledown House,Tumbledown House,2,low,false,
UB40,UB40,2,low,false,
Wally Lewis,Wally Lewis,2,low,false,
Warren Barker,Warren Barker,2,low,false,
Waveshard,Waveshard,2,low,false,
Wendy's Tube,Wendy's Tube,2,low,false,
White Sands,White Sands,2,low,false,
Whitney Rose,Whitney Rose,2,low,false,
Willie And The Poor Boys,Willie And The Poor Boys,2,low,false,
Wiped Out,Wiped Out,2,low,false,
Wylde Ratttz,Wylde Ratttz,2,low,false,
Zerox,Zerox,2,low,false,
Мария Бурмака,Мария Бурмака,2,low,false,
Марія Бурмака,Марія Бурмака,2,low,false,
Обмен веществ,Обмен веществ,2,low,false,
Шановнi Пiшоходи,Шановнi Пiшоходи,2,low,false,
12 Step Rebels,12 Step Rebels,1,low,false,
A Complicated Man,A Complicated Man,1,low,false,
A.A. Williams,A.A. Williams,1,low,false,
Abbey Lincoln,Abbey Lincoln,1,low,false,
Achtung Spitfire,Achtung Spitfire,1,low,false,
Adam & Amy Pope,Adam & Amy Pope,1,low,false,
Adam Ben Ezra,Adam Ben Ezra,1,low,false,
Adam Green,Adam Green,1,low,false,
Admiral Bailey,Admiral Bailey,1,low,false,
Adrian Belew,Adrian Belew,1,low,false,
Agent Octopus,Agent Octopus,1,low,false,
Ainda,Ainda,1,low,false,
Aisha Khan & Friends,Aisha Khan & Friends,1,low,false,
AKIM,AKIM,1,low,false,
AL DUNCAN,AL DUNCAN,1,low,false,
Al Green,Al Green,1,low,false,
Al Jarreau,Al Jarreau,1,low,false,
Al Martino,Al Martino,1,low,false,
Alain Caron,Alain Caron,1,low,false,
Alan Mason,Alan Mason,1,low,false,
Albert King,Albert King,1,low,false,
Alberta Hunter,Alberta Hunter,1,low,false,
Alela Diane,Alela Diane,1,low,false,
Alex Chilton,Alex Chilton,1,low,false,
Alison Mosshart & The Forest Rangers,Alison Mosshart & The Forest Rangers,1,low,false,
Alpha Rhythm Kings & Tammi Savoy,Alpha Rhythm Kings & Tammi Savoy,1,low,false,
Alphabets,Alphabets,1,low,false,
Amanda Lear,Amanda Lear,1,low,false,
Amberlin Jazz Orchestra,Amberlin Jazz Orchestra,1,low,false,
Amedeo Tommasi,Amedeo Tommasi,1,low,false,
America,America,1,low,false,
Amy Macdonald,Amy Macdonald,1,low,false,
Ancient Talking,Ancient Talking,1,low,false,
Andras und Ilona,Andras und Ilona,1,low,false,
Andrew Bird & Lucius,Andrew Bird & Lucius,1,low,false,
Andrew Bird & Preservation Hall Jazz Band,Andrew Bird & Preservation Hall Jazz Band,1,low,false,
André Charlier & Daniel Diaz,André Charlier & Daniel Diaz,1,low,false,
Andy Shauf,Andy Shauf,1,low,false,
Andy Williams,Andy Williams,1,low,false,
Angelo Badalamenti & Grady Tate,Angelo Badalamenti & Grady Tate,1,low,false,
Angie McMahon,Angie McMahon,1,low,false,
Anita Baker,Anita Baker,1,low,false,
Ann Savoy,Ann Savoy,1,low,false,
Anna Lavigne,Anna Lavigne,1,low,false,
Annie Elie,Annie Elie,1,low,false,
Annie Haslam,Annie Haslam,1,low,false,
Annie Lennox & David Bowie,Annie Lennox & David Bowie,1,low,false,
Annie Marie Lewis & Danny B. Harvey,Annie Marie Lewis & Danny B. Harvey,1,low,false,
Annie Marie Lewis w_ Danny B. Harvey,Annie Marie Lewis w_ Danny B. Harvey,1,low,false,
Antonio Carlos Jobim,Antonio Carlos Jobim,1,low,false,
Antonio Riccardo Luciani,Antonio Riccardo Luciani,1,low,false,
Aphrodite's Child,Aphrodite's Child,1,low,false,
Apostrophe,Apostrophe,1,low,false,
Arawak,Arawak,1,low,false,
Aretha Franklin,Aretha Franklin,1,low,false,
Armando Sciascia,Armando Sciascia,1,low,false,
Arno De Cea,Arno De Cea,1,low,false,
Arno De Cea And The Clockwork Wizzards,Arno De Cea And The Clockwork Wizzards,1,low,false,
Art Tatum,Art Tatum,1,low,false,
Aselin Debison,Aselin Debison,1,low,false,
Atomic Surfonic,Atomic Surfonic,1,low,false,
Au Revoir Simone,Au Revoir Simone,1,low,false,
Audra Mae & The Forest Rangers,Audra Mae & The Forest Rangers,1,low,false,
Austin Leonard Jones,Austin Leonard Jones,1,low,false,
Autumn Brown Blasingame,Autumn Brown Blasingame,1,low,false,
Aux Meadows,Aux Meadows,1,low,false,
Avalon Jazz Band,Avalon Jazz Band,1,low,false,
Back To Earth,Back To Earth,1,low,false,
Bad Angels,Bad Angels,1,low,false,
Bad Detectives,Bad Detectives,1,low,false,
Badﬁnger,Badﬁnger,1,low,false,
Banderas Blues Band,Banderas Blues Band,1,low,false,
Baptiste Trotignon & Melody Gardot & Miossec,Baptiste Trotignon & Melody Gardot & Miossec,1,low,false,
Barbara Casini Quartet,Barbara Casini Quartet,1,low,false,
Barbara Lewis,Barbara Lewis,1,low,false,
Barbara Mason,Barbara Mason,1,low,false,
Barbra Streisand,Barbra Streisand,1,low,false,
Bardcore,Bardcore,1,low,false,
Barrence Whitfield,Barrence Whitfield,1,low,false,
Battleme,Battleme,1,low,false,
Beach Bomb,Beach Bomb,1,low,false,
BEACH MOONSTERS,BEACH MOONSTERS,1,low,false,
Bebopovsky,Bebopovsky,1,low,false,
BEMIII,BEMIII,1,low,false,
Ben Arsenault,Ben Arsenault,1,low,false,
Ben Becker,Ben Becker,1,low,false,
Benny Golson,Benny Golson,1,low,false,
Bernard Herrmann,Bernard Herrmann,1,low,false,
Bernie Barlow (feat. Philip Sayce),Bernie Barlow (feat. Philip Sayce),1,low,false,
Bessie Smith,Bessie Smith,1,low,false,
Beth Hart,Beth Hart,1,low,false,
Beth Nielsen Chapman,Beth Nielsen Chapman,1,low,false,
Bette Midler,Bette Midler,1,low,false,
Betty Wright,Betty Wright,1,low,false,
Bettye Lavette,Bettye Lavette,1,low,false,
Bettye Swann,Bettye Swann,1,low,false,
Beware Of Blast,Beware Of Blast,1,low,false,
Big Bill Broonzy,Big Bill Broonzy,1,low,false,
Big Daddy Wilson,Big Daddy Wilson,1,low,false,
Big Daddy Wilson & the Goosebumps Bros.,Big Daddy Wilson & the Goosebumps Bros.,1,low,false,
Big Fancy & The Shiddy Cowboys,Big Fancy & The Shiddy Cowboys,1,low,false,
Big Joe & The Dynaflows,Big Joe & The Dynaflows,1,low,false,
Bill Haley & His Comets,Bill Haley & His Comets,1,low,false,
Bill Haley & The Saddlemen,Bill Haley & The Saddlemen,1,low,false,
Billy Eckstine,Billy Eckstine,1,low,false,
Billy Eckstine with And Count Basie Orchestra,Billy Eckstine with And Count Basie Orchestra,1,low,false,
Billy Lynn,Billy Lynn,1,low,false,
Billy May And His Orchestra,Billy May And His Orchestra,1,low,false,
Billy Paul,Billy Paul,1,low,false,
Biréli Lagrène,Biréli Lagrène,1,low,false,
Bishop Briggs,Bishop Briggs,1,low,false,
Bjork,Bjork,1,low,false,
Black Lodge,Black Lodge,1,low,false,
Black Valley Moon,Black Valley Moon,1,low,false,
Black Widows,Black Widows,1,low,false,
Blackmore's Night,Blackmore's Night,1,low,false,
"Blake Mills, Katey Sagal & The Forest Rangers","Blake Mills, Katey Sagal & The Forest Rangers",1,low,false,
Blossom Dearie,Blossom Dearie,1,low,false,
Blue Magic,Blue Magic,1,low,false,
Blueground Undergrass,Blueground Undergrass,1,low,false,
Bluesniks,Bluesniks,1,low,false,
Bo,Bo,1,low,false,
Bob Marley And The Wailers,Bob Marley And The Wailers,1,low,false,
Bob Sneider & Joe Locke,Bob Sneider & Joe Locke,1,low,false,
Bobby Bluff,Bobby Bluff,1,low,false,
Bobby Jaspar & Tommy Flanagan & Elvin Jones & Eddie Costa & Barry Galbraith & Milt Hinton & Osie Johnson,Bobby Jaspar & Tommy Flanagan & Elvin Jones & Eddie Costa & Barry Galbraith & Milt Hinton & Osie Johnson,1,low,false,
Bobby Russell,Bobby Russell,1,low,false,
Bobby Short,Bobby Short,1,low,false,
Bobby Troup,Bobby Troup,1,low,false,
Boilermaker Jazz Band,Boilermaker Jazz Band,1,low,false,
"Bonnie ""Prince"""" Billy""","Bonnie ""Prince"""" Billy""",1,low,false,
Bonnie & The Treasures,Bonnie & The Treasures,1,low,false,
Bonnie Dobson,Bonnie Dobson,1,low,false,
Bonnie Prince Billy & Matt Sweeney,Bonnie Prince Billy & Matt Sweeney,1,low,false,
Bonze,Bonze,1,low,false,
Bonzo Dog Doo Dah Band,Bonzo Dog Doo Dah Band,1,low,false,
Boogie Company,Boogie Company,1,low,false,
Booka Brass Band Feat. Orla Gartland,Booka Brass Band Feat. Orla Gartland,1,low,false,
Booker T. & The Mg's,Booker T. & The Mg's,1,low,false,
Booker T. & The MG's,Booker T. & The MG's,1,low,false,
Boozehounds,Boozehounds,1,low,false,
Boppin B,Boppin B,1,low,false,
Boppin' B,Boppin' B,1,low,false,
Boppin' Kids,Boppin' Kids,1,low,false,
Bowbridge Band,Bowbridge Band,1,low,false,
Boz Boorer,Boz Boorer,1,low,false,
Boz Scaggs,Boz Scaggs,1,low,false,
Braden Foulkes,Braden Foulkes,1,low,false,
Brazzaville,Brazzaville,1,low,false,
Breakaways,Breakaways,1,low,false,
Brenda Cochrane,Brenda Cochrane,1,low,false,
Brenda Holloway,Brenda Holloway,1,low,false,
Brenda Janz,Brenda Janz,1,low,false,
Brenna MacMillan,Brenna MacMillan,1,low,false,
Brennan Wedl & Waxahatchee,Brennan Wedl & Waxahatchee,1,low,false,
Brent J. Cooper,Brent J. Cooper,1,low,false,
Brian Eno,Brian Eno,1,low,false,
Brian Ferry,Brian Ferry,1,low,false,
Brian Reitzell,Brian Reitzell,1,low,false,
Brigitte Handley,Brigitte Handley,1,low,false,
Broken Paths,Broken Paths,1,low,false,
Brook Benton,Brook Benton,1,low,false,
Bruce Lash,Bruce Lash,1,low,false,
Bruno Nicolai,Bruno Nicolai,1,low,false,
BRUUT!,BRUUT!,1,low,false,
Bryan Beller,Bryan Beller,1,low,false,
Buck Jones & Rhythm Riders,Buck Jones & Rhythm Riders,1,low,false,
Buddy Guy & Junior Wells,Buddy Guy & Junior Wells,1,low,false,
Buddy Holly & The Crickets,Buddy Holly & The Crickets,1,low,false,
Buddy Holly & The Picks,Buddy Holly & The Picks,1,low,false,
Buddy Tate & Milt Buckner,Buddy Tate & Milt Buckner,1,low,false,
Buena Vista Social Club,Buena Vista Social Club,1,low,false,
Buffalo Highlites,Buffalo Highlites,1,low,false,
Buffy Sainte-Marie,Buffy Sainte-Marie,1,low,false,
Buzz Clifford,Buzz Clifford,1,low,false,
Byram Brothers,Byram Brothers,1,low,false,
Byron Lee and the Dragonaires,Byron Lee and the Dragonaires,1,low,false,
Byron Lee And The Dragonaires,Byron Lee And The Dragonaires,1,low,false,
Bānhūs,Bānhūs,1,low,false,
Cadcatz Sun Quartet,Cadcatz Sun Quartet,1,low,false,
Cadillac Hitmen,Cadillac Hitmen,1,low,false,
Caitlin Canty,Caitlin Canty,1,low,false,
Caleb Klauder & Reeb Willms,Caleb Klauder & Reeb Willms,1,low,false,
Californians,Californians,1,low,false,
Candle & Kevin Coons,Candle & Kevin Coons,1,low,false,
Candy Says,Candy Says,1,low,false,
Captain Beefheart & His Magic Band,Captain Beefheart & His Magic Band,1,low,false,
Captain Milk (Edwin Hubbard),Captain Milk (Edwin Hubbard),1,low,false,
Carla Borghetti,Carla Borghetti,1,low,false,
Carlo Savina And His Orchestra,Carlo Savina And His Orchestra,1,low,false,
Carlos & The Bandidos,Carlos & The Bandidos,1,low,false,
Carnival Nevermore,Carnival Nevermore,1,low,false,
Carol Markstrom,Carol Markstrom,1,low,false,
Caroline Doctorow,Caroline Doctorow,1,low,false,
Carolyn Wonderland,Carolyn Wonderland,1,low,false,
Carpenters,Carpenters,1,low,false,
Carter Burwell,Carter Burwell,1,low,false,
Casa Ukrania,Casa Ukrania,1,low,false,
Casey Abrams,Casey Abrams,1,low,false,
Casey MacGill & the Spirits of Rhythm,Casey MacGill & the Spirits of Rhythm,1,low,false,
Cash O'riley & the Downright Daddies,Cash O'riley & the Downright Daddies,1,low,false,
Cass McCombs,Cass McCombs,1,low,false,
Cassandra Wilson,Cassandra Wilson,1,low,false,
Cat Power & Karen Elson,Cat Power & Karen Elson,1,low,false,
Catherine Grenier,Catherine Grenier,1,low,false,
Catherine Ringer & Gotan Project,Catherine Ringer & Gotan Project,1,low,false,
Catherine Russell,Catherine Russell,1,low,false,
Cats and Dinosaurs,Cats and Dinosaurs,1,low,false,
Cazale,Cazale,1,low,false,
Celtic Spirit,Celtic Spirit,1,low,false,
Chaco,Chaco,1,low,false,
Chad Nelson,Chad Nelson,1,low,false,
Chairmen Of The Board,Chairmen Of The Board,1,low,false,
Champian Fulton Trio,Champian Fulton Trio,1,low,false,
Change of Key,Change of Key,1,low,false,
Charles River Valley Boys,Charles River Valley Boys,1,low,false,
"Charlie Byrd, Orchestra and Chorus","Charlie Byrd, Orchestra and Chorus",1,low,false,
Charlie Halloran,Charlie Halloran,1,low,false,
Charlie Hunter Quartet,Charlie Hunter Quartet,1,low,false,
Charlie Parker & Chet Baker,Charlie Parker & Chet Baker,1,low,false,
Charlie Rich,Charlie Rich,1,low,false,
Cheap Violent Cats,Cheap Violent Cats,1,low,false,
Cher,Cher,1,low,false,
Cherry Poppin' Daddies,Cherry Poppin' Daddies,1,low,false,
Cheryl Thompson,Cheryl Thompson,1,low,false,
Chet Nichols,Chet Nichols,1,low,false,
Chicago,Chicago,1,low,false,
Chick Corea,Chick Corea,1,low,false,
Chip Whitson,Chip Whitson,1,low,false,
Chris Aron & The Croakers,Chris Aron & The Croakers,1,low,false,
Chris Bergson,Chris Bergson,1,low,false,
Chris Coco feat. Nick Cave,Chris Coco feat. Nick Cave,1,low,false,
Chris Connor,Chris Connor,1,low,false,
Chris Daniels & The Kings,Chris Daniels & The Kings,1,low,false,
Chris Farlowe,Chris Farlowe,1,low,false,
Chris Hillman,Chris Hillman,1,low,false,
Chris Isaak,Chris Isaak,1,low,false,
"Chris Isaak, Erik Jacobsen","Chris Isaak, Erik Jacobsen",1,low,false,
Chris Randall,Chris Randall,1,low,false,
Chris Standring,Chris Standring,1,low,false,
Chris Young,Chris Young,1,low,false,
Chrissie Hynde & Jimmy Cliff,Chrissie Hynde & Jimmy Cliff,1,low,false,
Christine Clifford,Christine Clifford,1,low,false,
Chrysta Bell,Chrysta Bell,1,low,false,
Chuy & The Bobcats,Chuy & The Bobcats,1,low,false,
Cicada Rhythm,Cicada Rhythm,1,low,false,
Cicci Santucci & Enzo Scoppa,Cicci Santucci & Enzo Scoppa,1,low,false,
Cinder Well,Cinder Well,1,low,false,
Clarence Carter,Clarence Carter,1,low,false,
Clark Terry Sextet & Ben Webster,Clark Terry Sextet & Ben Webster,1,low,false,
Classic Orchestra,Classic Orchestra,1,low,false,
Claudia Brücken & The Real Tuesday Weld,Claudia Brücken & The Real Tuesday Weld,1,low,false,
Claudia Thompson,Claudia Thompson,1,low,false,
Claudine Longet,Claudine Longet,1,low,false,
Claudio Tallino,Claudio Tallino,1,low,false,
Clayton Ryan & The Singing Mountain,Clayton Ryan & The Singing Mountain,1,low,false,
Cliff Jetson and His Mirage Men,Cliff Jetson and His Mirage Men,1,low,false,
Cockney Rebel,Cockney Rebel,1,low,false,
Coconut Kings,Coconut Kings,1,low,false,
CocoRosie,CocoRosie,1,low,false,
Cody Cooke and the Bayou Outlaws,Cody Cooke and the Bayou Outlaws,1,low,false,
Coeur de Pirate,Coeur de Pirate,1,low,false,
Coleman Hawkins,Coleman Hawkins,1,low,false,
Coleman Hawkins And His All+Stars,Coleman Hawkins And His All+Stars,1,low,false,
Colette Bone,Colette Bone,1,low,false,
Colin Devlin,Colin Devlin,1,low,false,
Colt Cobra,Colt Cobra,1,low,false,
Colter Wall,Colter Wall,1,low,false,
coma. fm,coma. fm,1,low,false,
Commodores,Commodores,1,low,false,
Complicated Man,Complicated Man,1,low,false,
Compulsion Games & Laura Ellis,Compulsion Games & Laura Ellis,1,low,false,
Conj. Santa Anita,Conj. Santa Anita,1,low,false,
Conor Oberst & Gillian Welch,Conor Oberst & Gillian Welch,1,low,false,
Conway Twitty,Conway Twitty,1,low,false,
Cookies 'n Beans,Cookies 'n Beans,1,low,false,
Cootie Williams And His Orchestra,Cootie Williams And His Orchestra,1,low,false,
Coral Fuzz,Coral Fuzz,1,low,false,
Corky Jones,Corky Jones,1,low,false,
Cory Branan,Cory Branan,1,low,false,
Count Basie,Count Basie,1,low,false,
Count Basie & His Orchestra,Count Basie & His Orchestra,1,low,false,
Counting Crows,Counting Crows,1,low,false,
Country Gentleman,Country Gentleman,1,low,false,
Country Joe & The Fish,Country Joe & The Fish,1,low,false,
Country Mama Annie,Country Mama Annie,1,low,false,
Courtney Barnett,Courtney Barnett,1,low,false,
Craic 'n' Roll,Craic 'n' Roll,1,low,false,
Crash Test Dummies,Crash Test Dummies,1,low,false,
Crazy Aces,Crazy Aces,1,low,false,
Crazy Cavan,Crazy Cavan,1,low,false,
Crazy Cavan And The Rhythm Rockers,Crazy Cavan And The Rhythm Rockers,1,low,false,
Crazy Horses,Crazy Horses,1,low,false,
Cream,Cream,1,low,false,
Crocodylus,Crocodylus,1,low,false,
Crosby and Nash,Crosby and Nash,1,low,false,
Crypt 24,Crypt 24,1,low,false,
Culture Club,Culture Club,1,low,false,
Curtis Stigers,Curtis Stigers,1,low,false,
CVTTVNMVVTH,CVTTVNMVVTH,1,low,false,
Cyrkle,Cyrkle,1,low,false,
Cécile Bredie,Cécile Bredie,1,low,false,
Daisy Dick & The Cannibal Sinners,Daisy Dick & The Cannibal Sinners,1,low,false,
Daisy Sisters,Daisy Sisters,1,low,false,
Daisy sisters,Daisy sisters,1,low,false,
Dale Watson feat. Linda Gail Lewis,Dale Watson feat. Linda Gail Lewis,1,low,false,
Dale Watson feat. The Hillbilly Moon Explosion,Dale Watson feat. The Hillbilly Moon Explosion,1,low,false,
Dalida,Dalida,1,low,false,
Damage Kicks,Damage Kicks,1,low,false,
Damita Jo,Damita Jo,1,low,false,
Dan Baird,Dan Baird,1,low,false,
Dan Mangan,Dan Mangan,1,low,false,
Dan Zanes feat Lou Reed,Dan Zanes feat Lou Reed,1,low,false,
Dana Gillespie,Dana Gillespie,1,low,false,
Danger Mouse & Daniele Luppi & Jack White,Danger Mouse & Daniele Luppi & Jack White,1,low,false,
Dani Trabal Dúo,Dani Trabal Dúo,1,low,false,
Daniel Boone,Daniel Boone,1,low,false,
Daniel Diaz,Daniel Diaz,1,low,false,
Daniel Meade,Daniel Meade,1,low,false,
Daniela Casa & Massimo Catalano,Daniela Casa & Massimo Catalano,1,low,false,
Danny B. Harvey & Mysti Moon,Danny B. Harvey & Mysti Moon,1,low,false,
Danny Doyle,Danny Doyle,1,low,false,
Danny McCullouch,Danny McCullouch,1,low,false,
Danny O'Keefe,Danny O'Keefe,1,low,false,
Danny Reno & The Seniors,Danny Reno & The Seniors,1,low,false,
Danny Williams,Danny Williams,1,low,false,
Dark Bottle,Dark Bottle,1,low,false,
Darlings,Darlings,1,low,false,
Darrel Higham,Darrel Higham,1,low,false,
Dave Brubeck,Dave Brubeck,1,low,false,
Dave Brubeck Quartet,Dave Brubeck Quartet,1,low,false,
"Dave Dee, Dozy, Beaky, Mick & Tich","Dave Dee, Dozy, Beaky, Mick & Tich",1,low,false,
Dave Del Monte & The Cross County Boys,Dave Del Monte & The Cross County Boys,1,low,false,
Dave Del Monte & The Cross County Boys Featuring Crash Gordon,Dave Del Monte & The Cross County Boys Featuring Crash Gordon,1,low,false,
Dave Hillyard And The Rocksteady Seven,Dave Hillyard And The Rocksteady Seven,1,low,false,
Dave Mason & Cass Elliot,Dave Mason & Cass Elliot,1,low,false,
Dave Stewart and Vanessa Paradis,Dave Stewart and Vanessa Paradis,1,low,false,
David Ackles,David Ackles,1,low,false,
David Arnold,David Arnold,1,low,false,
David Axelrod,David Axelrod,1,low,false,
"David Baron, Donna Lewis","David Baron, Donna Lewis",1,low,false,
David Bowie & Queen,David Bowie & Queen,1,low,false,
David Bowie and Marianne Faithfull,David Bowie and Marianne Faithfull,1,low,false,
David Byrne,David Byrne,1,low,false,
David Byrne feat. Ghost Train Orchestra & Hayley Williams,David Byrne feat. Ghost Train Orchestra & Hayley Williams,1,low,false,
David Garrick,David Garrick,1,low,false,
David Gilmour & Friends,David Gilmour & Friends,1,low,false,
David J,David J,1,low,false,
David Lynch,David Lynch,1,low,false,
Davy Graham,Davy Graham,1,low,false,
Dawg House,Dawg House,1,low,false,
Dawn feat. Tony Orlando,Dawn feat. Tony Orlando,1,low,false,
Dead Counterpoint Initiative,Dead Counterpoint Initiative,1,low,false,
Dead Kings,Dead Kings,1,low,false,
Dead Melodies,Dead Melodies,1,low,false,
Dean Brody Ft. Great Big Sea,Dean Brody Ft. Great Big Sea,1,low,false,
Dean Winter & the Heat,Dean Winter & the Heat,1,low,false,
Debbie Duncan,Debbie Duncan,1,low,false,
Debbie Harry and Los Fabulosos Cadillacs,Debbie Harry and Los Fabulosos Cadillacs,1,low,false,
Debbie Henning,Debbie Henning,1,low,false,
Deke Dickerson,Deke Dickerson,1,low,false,
Delcardos,Delcardos,1,low,false,
Demented Are Go,Demented Are Go,1,low,false,
Demis Roussos,Demis Roussos,1,low,false,
Denis Solee,Denis Solee,1,low,false,
Denise LaSalle,Denise LaSalle,1,low,false,
Dennis Wilson,Dennis Wilson,1,low,false,
Denzal Sinclaire,Denzal Sinclaire,1,low,false,
Derrick Big Walker and The Blues Nephews,Derrick Big Walker and The Blues Nephews,1,low,false,
Detour Doom Ensemble,Detour Doom Ensemble,1,low,false,
"Devil Doll, Charlie Overbey","Devil Doll, Charlie Overbey",1,low,false,
Diamanda Galas,Diamanda Galas,1,low,false,
Diana Krall & Sarah McLachlan,Diana Krall & Sarah McLachlan,1,low,false,
Dick Dale & His Del-Tones,Dick Dale & His Del-Tones,1,low,false,
DICK DALE and THE DEL-TONES,DICK DALE and THE DEL-TONES,1,low,false,
Dick Dale/Stevie Ray Vaughan,Dick Dale/Stevie Ray Vaughan,1,low,false,
Dick Glasser & Co.,Dick Glasser & Co.,1,low,false,
Dinah Washington,Dinah Washington,1,low,false,
Dinah Washington & Brook Bento,Dinah Washington & Brook Bento,1,low,false,
Dion & The Belmonts,Dion & The Belmonts,1,low,false,
Dionne Warwick,Dionne Warwick,1,low,false,
Dirty Mops,Dirty Mops,1,low,false,
Disturbed,Disturbed,1,low,false,
Dmitri Matheny,Dmitri Matheny,1,low,false,
Doc & Merle Watson,Doc & Merle Watson,1,low,false,
Doctor Velvet,Doctor Velvet,1,low,false,
Don Byas,Don Byas,1,low,false,
Don French,Don French,1,low,false,
Don Joseph,Don Joseph,1,low,false,
Don McLean,Don McLean,1,low,false,
Donna Lynn,Donna Lynn,1,low,false,
Donovan Alex,Donovan Alex,1,low,false,
Dorothy Moore,Dorothy Moore,1,low,false,
Douglas Fir,Douglas Fir,1,low,false,
Doyley & The Rejects,Doyley & The Rejects,1,low,false,
Doyley And The Twanglords,Doyley And The Twanglords,1,low,false,
Dr Surf,Dr Surf,1,low,false,
Dr. Saxlove,Dr. Saxlove,1,low,false,
Dr. Tritón,Dr. Tritón,1,low,false,
Dramarama,Dramarama,1,low,false,
Drayton Farley,Drayton Farley,1,low,false,
Dreadful,Dreadful,1,low,false,
Dropkick,Dropkick,1,low,false,
Drunken Hearts,Drunken Hearts,1,low,false,
Duke Ellington & John Coltrane & Billy Strayhorn,Duke Ellington & John Coltrane & Billy Strayhorn,1,low,false,
Duke Ellington & Louis Armstrong,Duke Ellington & Louis Armstrong,1,low,false,
"Duke Ellington, Ella Fitzgerald","Duke Ellington, Ella Fitzgerald",1,low,false,
Durand Jones & The Indications & Aaron Frazer,Durand Jones & The Indications & Aaron Frazer,1,low,false,
Dusk SRC,Dusk SRC,1,low,false,
DVA The Band,DVA The Band,1,low,false,
Dypsomaniaxe,Dypsomaniaxe,1,low,false,
E. Pieranunzi & S. Chimenti,E. Pieranunzi & S. Chimenti,1,low,false,
Earl Grant,Earl Grant,1,low,false,
Earl Hines,Earl Hines,1,low,false,
"Earth, Wind & Fire","Earth, Wind & Fire",1,low,false,
Eartha Kitt,Eartha Kitt,1,low,false,
Eddie & Betty,Eddie & Betty,1,low,false,
Eddie Floyd,Eddie Floyd,1,low,false,
Eddie Spaghetti,Eddie Spaghetti,1,low,false,
Edie Brickell & New Bohemians,Edie Brickell & New Bohemians,1,low,false,
EDMUNDO ROSS and his Orchestra,EDMUNDO ROSS and his Orchestra,1,low,false,
Edwards Hand,Edwards Hand,1,low,false,
Edwin Starr,Edwin Starr,1,low,false,
Egisto Macchi,Egisto Macchi,1,low,false,
Eightmen,Eightmen,1,low,false,
Eileen Barton,Eileen Barton,1,low,false,
Ein Astronaut,Ein Astronaut,1,low,false,
Eldanka,Eldanka,1,low,false,
Eleanor Bodel,Eleanor Bodel,1,low,false,
Eliane Elias,Eliane Elias,1,low,false,
Elisabeth Grey,Elisabeth Grey,1,low,false,
Elisabeth Hope,Elisabeth Hope,1,low,false,
Elizabeth Karayekov Big Band,Elizabeth Karayekov Big Band,1,low,false,
Elkie Brooks,Elkie Brooks,1,low,false,
Ella Fitzgerald & Duke Ellington,Ella Fitzgerald & Duke Ellington,1,low,false,
Ella Fitzgerald & Louis Armstrong,Ella Fitzgerald & Louis Armstrong,1,low,false,
Ella Fitzgerald With Chick Webb & His Orchestra,Ella Fitzgerald With Chick Webb & His Orchestra,1,low,false,
Elles Bailey,Elles Bailey,1,low,false,
Ellie Benn,Ellie Benn,1,low,false,
Ellie Goulding,Ellie Goulding,1,low,false,
Ellie Strong & Kyle Addison,Ellie Strong & Kyle Addison,1,low,false,
Elliot's Music Room,Elliot's Music Room,1,low,false,
